1524	2775
1548	2851
1540	2839
1500	2849
1514	2855
1526	2759
1498	2839
1548	2843
1492	2823
1502	2809
1506	2783
1550	2791
1492	2761
1496	2865
1542	2771
1524	2759
1512	2829
1542	2797
1542	2799
1534	2795
1504	2779
1504	2831
1520	2833
1526	2819
1546	2793
1520	2809
1546	2781
1546	2777
1490	2851
1536	2809
1540	2799
1508	2765
1548	2805
1552	2829
1528	2841
1504	2779
1455	2815
1455	2821
1455	2777
1465	2809
1455	2819
1461	2831
1459	2801
1445	2795
1467	2821
1473	2811
1481	2761
1463	2789
1483	2767
1485	2831
1475	2799
1485	2823
1455	2797
1445	2765
1447	2829
1467	2809
1447	2821
1465	2793
1471	2781
1481	2819
1445	2809
1457	2781
1463	2787
1451	2781
1461	2755
1451	2787
1451	2773
1471	2809
1487	2821
1461	2803
1445	2767
1481	2779
1441	2847
1425	2851
1421	2853
1429	2875
1425	2843
1441	2847
1429	2875
1425	2843
1423	2839
1443	2859
1425	2843
1443	2839
1441	2845
1425	2841
1419	2873
1429	2841
1415	2863
1429	2863
1425	2867
1433	2851
1443	2873
1439	2869
1441	2839
1415	2871
1423	2867
1439	2879
1435	2871
1431	2847
1431	2865
1431	2839
1439	2869
1433	2853
1433	2875
1433	2875
1421	2871
1429	2865
1413	2853
1379	2809
1383	2873
1413	2815
1405	2859
1401	2859
1407	2873
1387	2845
1377	2809
1393	2863
1381	2835
1381	2809
1385	2857
1389	2827
1413	2867
1401	2833
1393	2829
1389	2871
1405	2811
1381	2881
1391	2841
1379	2813
1413	2835
1385	2831
1403	2865
1397	2811
1399	2811
1395	2821
1411	2871
1393	2835
1381	2807
1395	2805
1401	2817
1387	2815
1399	2827
1385	2875
1349	2829
1369	2823
1349	2831
1343	2815
1371	2831
1359	2843
1345	2843
1365	2807
1353	2817
1345	2813
1371	2813
1371	2839
1341	2809
1339	2805
1347	2815
1349	2829
1363	2825
1349	2845
1367	2831
1339	2841
1355	2827
1367	2815
1355	2837
1337	2845
1345	2805
1371	2833
1355	2811
1355	2811
1357	2825
1367	2843
1367	2843
1355	2839
1355	2839
1371	2825
1341	2845
1351	2831
1316	2857
1320	2869
1308	2877
1322	2881
1306	2855
1330	2889
1324	2863
1304	2897
1318	2901
1308	2849
1324	2847
1324	2859
1328	2911
1328	2845
1310	2863
1322	2901
1324	2901
1300	2913
1330	2887
1312	2849
1308	2849
1300	2883
1326	2913
1316	2907
1330	2905
1320	2899
1312	2871
1304	2909
1318	2863
1302	2901
1324	2871
1312	2851
1320	2911
1308	2891
1330	2907
1326	2897
1338	2872
1328	2778
1308	2890
1342	2904
1338	2914
1338	2836
1344	2866
1340	2876
1320	2898
1336	2850
1318	2756
1334	2908
1300	2804
1312	2896
1328	2828
1304	2834
1328	2900
1306	2866
1306	2908
1324	2868
1322	2772
1322	2840
1336	2850
1326	2816
1310	2770
1344	2842
1336	2880
1308	2840
1332	2890
1318	2754
1310	2896
1332	2800
1314	2914
1310	2846
1318	2764
1318	2834
1349	2686
1357	2656
1347	2682
1357	2728
1345	2660
1355	2704
1349	2664
1357	2712
1359	2664
1345	2714
1359	2660
1347	2744
1355	2720
1353	2744
1351	2674
1345	2724
1353	2670
1357	2724
1353	2672
1347	2724
1355	2708
1347	2720
1355	2700
1353	2744
1355	2654
1349	2704
1355	2650
1347	2738
1355	2654
1345	2740
1355	2680
1349	2662
1355	2684
1347	2740
1345	2662
1355	2710
1320	2656
1304	2696
1288	2734
1354	2700
1306	2676
1280	2650
1350	2694
1308	2654
1318	2698
1308	2722
1356	2670
1344	2692
1304	2680
1320	2654
1306	2694
1296	2714
1316	2700
1346	2656
1280	2654
1340	2684
1286	2660
1356	2704
1342	2652
1354	2704
1298	2684
1340	2708
1306	2658
1296	2684
1330	2710
1344	2674
1292	2656
1312	2696
1312	2726
1294	2690
1300	2660
1336	2696
1272	2749
1268	2761
1270	2737
1276	2767
1250	2777
1258	2745
1240	2775
1266	2751
1266	2781
1260	2745
1266	2737
1268	2765
1252	2777
1270	2743
1256	2773
1256	2785
1264	2763
1250	2781
1254	2765
1242	2741
1244	2773
1270	2785
1252	2751
1258	2783
1254	2743
1266	2785
1256	2741
1264	2773
1246	2751
1244	2749
1276	2739
1272	2771
1250	2735
1252	2767
1278	2765
1262	2785
1232	2833
1240	2805
1240	2821
1230	2839
1234	2813
1236	2801
1234	2841
1238	2795
1240	2833
1234	2787
1236	2803
1232	2841
1238	2825
1240	2839
1234	2813
1240	2841
1230	2809
1232	2825
1234	2801
1232	2839
1236	2805
1236	2831
1238	2807
1230	2841
1234	2813
1236	2829
1232	2785
1234	2819
1238	2793
1238	2809
1238	2835
1234	2807
1238	2839
1232	2803
1232	2831
1232	2811
1228	2860
1228	2866
1222	2856
1228	2852
1228	2860
1226	2860
1230	2850
1220	2862
1226	2854
1222	2864
1226	2866
1220	2850
1220	2866
1230	2848
1230	2864
1220	2864
1220	2852
1230	2864
1220	2840
1224	2864
1220	2862
1224	2850
1226	2852
1222	2866
1222	2856
1230	2852
1220	2864
1220	2862
1226	2866
1224	2856
1224	2856
1226	2840
1230	2856
1222	2862
1220	2852
1228	2856
1254	2792
1238	2718
1236	2676
1238	2652
1272	2548
1248	2580
1260	2638
1298	2546
1262	2848
1290	2744
1226	2510
1226	2858
1254	2778
1312	2576
1260	2664
1236	2532
1318	2760
1338	2656
1284	2780
1274	2858
1224	2632
1254	2626
1268	2686
1240	2770
1318	2580
1304	2544
1316	2708
1312	2536
1256	2660
1290	2652
1272	2736
1336	2528
1326	2648
1326	2808
1270	2604
1282	2768
1327	2532
1311	2550
1303	2562
1335	2582
1303	2536
1311	2576
1295	2526
1317	2540
1319	2572
1305	2524
1333	2520
1299	2586
1329	2596
1295	2528
1303	2590
1329	2580
1317	2548
1301	2570
1307	2512
1303	2554
1331	2558
1297	2534
1307	2530
1315	2570
1301	2522
1309	2534
1313	2538
1323	2578
1313	2528
1323	2570
1301	2562
1313	2584
1295	2534
1315	2572
1299	2518
1313	2580
1292	2613
1294	2615
1300	2599
1292	2641
1290	2625
1300	2633
1292	2597
1290	2639
1294	2619
