466679,859671
466859,859943
467062,859514
467097,859561
466883,859893
467047,859933
466741,859798
466861,859525
466868,859610
466881,859619
467035,859724
466764,860061
467098,859510
466564,859558
466624,859924
466691,859971
466620,860001
467001,859564
466734,859615
466684,859771
466645,859801
466620,860055
466968,859599
466532,859626
466964,859676
466607,859758
467028,860075
466598,859701
466755,859596
466782,860058
466568,859789
466909,859870
467079,859955
466773,859982
467064,859698
466627,859739
466635,859824
466537,859906
466885,860051
466768,860060
447554,826612
447214,826916
447118,826977
447445,826841
447238,826603
447070,826633
447506,827099
447239,826549
447187,826726
447189,826928
447302,827023
447225,826576
447260,826623
447039,826769
447301,826795
447212,826880
447005,826642
447279,827069
447215,826529
447222,826614
447048,826977
447240,826958
447581,827039
447149,826524
447465,826831
447505,826916
447267,826908
447129,826838
447084,826600
447379,827065
447445,826511
447428,826822
447200,826904
447208,826989
447002,826981
447224,826746
447565,826827
447527,826857
447383,826749
447106,827067
433734,850604
433657,850758
434051,850519
433785,850570
433812,851032
433776,850797
433762,850682
433770,850767
433672,850849
433654,850559
433713,851021
433924,850778
433755,850829
433690,850890
433673,850600
433603,851062
434014,851092
433878,850690
433664,851022
433691,850883
433731,850968
433819,850688
433827,850773
433599,850855
434018,850836
433843,850598
433513,850635
433971,850526
433932,850556
433595,850933
433764,851018
434027,851044
433806,850589
434050,850670
434058,850755
433751,850782
434008,850533
434042,850573
433905,850503
434056,851082
425082,864436
424949,864161
425015,864208
425023,864293
424587,864320
424935,864465
424577,864561
424668,864591
425062,864352
424795,864403
424959,864329
424790,864481
424865,864024
424903,864238
424814,864323
424841,864184
424856,864495
424830,864148
424531,864199
424591,864060
424573,864371
424509,864311
424517,864396
424583,864443
424598,864153
424939,864234
424859,864477
424925,864524
424547,864527
424756,864589
425067,864297
424899,864130
424634,864214
424975,864295
425068,864060
424633,864087
424928,864552
424779,864081
425076,864079
424594,864099
412812,841597
412644,841782
412870,841512
412929,841527
412969,841612
412500,841653
413010,841798
412914,841845
413084,841930
412856,842012
412838,841722
413044,841927
412777,841978
412731,841863
412511,842009
412852,842090
412879,841505
412852,841726
412886,841773
412901,842084
412510,841579
412708,842044
413024,841750
413064,841835
412621,841764
412961,841812
412596,842072
412604,841556
412711,841768
412567,841633
412961,841995
412695,842046
413035,841526
412997,841556
412693,841919
412810,841628
412975,841668
413035,842034
412501,842082
412998,841517
400591,853776
400938,853774
401004,853821
400751,853967
400864,854062
401033,853661
401056,853524
400548,853891
400810,853917
400721,854002
400885,854049
400537,854060
400924,853790
400829,853837
400998,853922
401078,854064
401040,854094
400756,853747
400574,853729
400816,853824
400877,853589
401043,853615
400591,853926
400985,853687
400554,853773
400816,853799
401087,853835
401076,853576
401005,853606
400778,853688
400902,853704
401022,854032
401030,853516
400604,854064
400985,853608
400516,853649
400685,853734
401026,853815
401041,853525
401044,853558
390220,875049
390066,874594
390333,874780
390237,875043
390344,874661
390437,874663
390270,874848
390229,874893
390149,874535
390384,874721
390131,874665
390415,874831
390031,874951
390104,874536
390470,874585
390166,874753
390338,874998
390514,875027
390300,874758
390432,874798
390109,875021
390136,874882
390229,874647
390053,874674
390484,874603
390256,874685
390469,874947
390405,875008
390445,875093
390185,874574
390329,874885
390356,874746
390397,874831
390047,874524
390382,874574
390576,874514
390506,874544
390331,874907
390202,874806
390263,874970
403531,825103
403926,825256
403751,825255
403734,825566
403635,825047
403608,825598
403739,825037
403703,825403
403730,825264
403770,825349
403634,825548
403900,825100
404019,825428
403713,825293
404085,825388
403505,825098
403662,825025
403933,825061
403967,825108
403982,825419
403884,825501
404056,825551
403685,825578
403746,825343
403813,825390
403820,825475
403826,825298
403612,825029
403953,825110
403994,825195
403524,825236
403775,825381
403548,825463
404078,825492
404033,825254
403800,825291
403965,825317
403795,825247
404091,825022
403941,825004
408005,795464
408135,795064
408202,795111
408209,795196
408035,795559
408058,795373
408387,795270
408180,795032
408013,795062
408549,795122
408557,795207
408269,795489
408460,795052
408467,795137
408527,795599
408588,795364
408445,795249
408374,795286
408278,795333
408422,795043
408162,795125
408203,795210
408543,795291
408429,795001
408358,795477
408195,795113
408020,795592
408375,795322
408069,795349
408239,795434
408319,795576
408359,795060
408491,795100
408402,795185
408195,795548
408156,795578
408179,795441
408106,795472
408061,795234
408253,795215
384193,820969
384124,820532
384058,820567
384445,820898
384180,820982
384312,821022
384284,820972
384077,820734
384511,820763
384073,820811
384030,820991
384297,820576
384201,820637
384162,820667
384000,820735
384434,820974
384500,821021
384177,820643
384185,820930
384095,821015
384122,820876
384216,820641
384039,820668
384047,820753
384113,820800
384259,821037
384524,820589
384381,820602
384292,820687
384084,821050
384169,820894
384542,820975
384179,820775
384466,820629
384473,820714
384398,821056
384228,820986
384478,820828
384271,820590
384538,820776
372076,835865
372177,836053
372367,835656
372564,835581
372017,835762
372495,835705
372417,835913
372391,835857
372040,836064
372281,836011
372485,835669
372042,835686
372406,835912
372484,836035
372171,836078
372197,836034
372217,836073
372551,835522
372525,836067
372357,835860
372157,835620
372542,835824
372215,835772
372252,836033
372323,835970
372179,835598
372324,835693
372217,835920
372215,835847
372132,836003
372308,835848
372001,836077
372106,836000
372401,835627
372598,835552
372200,835826
372363,835718
372433,835979
372164,835903
372120,836083
369125,852420
369350,852150
369407,852039
369267,852266
369541,852213
369066,852418
369380,852537
369374,852412
369141,852212
369193,852204
369104,852289
369136,852588
369223,852228
369263,852313
369473,852408
369351,852533
369527,852048
369241,852269
369398,852164
369236,852232
369018,852404
369566,852385
369287,852569
369234,852551
369256,852177
369458,852100
369422,852466
369396,852410
369484,852015
369287,852564
369542,852167
369447,852099
369062,852273
369035,852110
369460,852317
369268,852263
369083,852468
369502,852449
369362,852075
369485,852551
366242,859968
366309,860015
366575,859654
366018,859677
366299,859648
366301,859944
366034,859685
366461,859925
366498,859883
366192,859511
366437,860071
366284,860026
366410,859629
366359,859644
366490,859886
366100,859907
366277,860016
366519,859963
366350,859601
366593,859621
366117,859638
366164,859794
366034,859754
366133,859996
366402,859790
366234,860029
366232,859956
366302,859616
366031,860034
366123,860090
366551,859729
366588,859687
366017,859763
366355,859724
366381,859949
366594,859908
366542,859930
366465,859570
366322,859583
366406,859791
402450,753270
402190,753352
402220,753279
402565,753574
402323,753000
402422,753242
402146,753581
402279,753255
402326,753216
402014,753292
402314,753565
402015,753015
402133,753033
402460,753438
402394,753114
402293,753454
402179,753556
402075,753445
402482,753153
402389,753564
402483,753052
402378,753305
402419,753113
402079,753356
402173,753445
402250,753265
402206,753506
402133,753597
402096,753229
402069,753537
402195,753025
402594,753413
402522,753504
402557,753192
402066,753600
402160,753088
402518,753330
402265,753173
402350,753205
402352,753501
389094,778692
388610,778887
389053,778858
388756,778982
388683,779073
388959,779046
389089,778546
388972,778615
389013,779024
388654,778735
388846,778803
388853,778747
388780,778838
388828,778832
388520,778920
388535,778954
389066,779077
388934,778883
388626,778971
388738,778979
388832,779068
388759,778558
388885,778647
388774,778667
388696,778875
388601,778807
388965,778993
388650,778564
388931,778542
388781,778611
388741,778702
388959,778544
388854,778797
388981,778886
388690,778731
388706,778765
388549,779087
388588,778820
388613,778897
388879,778536
387329,795247
387394,795160
387058,795401
387428,795207
387522,795296
387162,795007
387431,795395
387464,795496
387185,795565
387196,795440
387047,795509
387106,795133
387147,795542
387173,795011
387012,795321
387514,795092
387007,795182
387397,795424
387438,795232
387511,795519
387004,795008
387185,795453
387362,795487
387169,795196
387474,795596
387471,795084
387535,795361
387576,795169
387530,795222
387369,795532
387165,795287
387436,795410
387096,795498
387336,795336
387099,795462
387193,795551
387081,795017
387338,795045
387494,795115
387183,795191
355622,810216
356025,810163
355832,810473
356093,810560
356087,810313
355664,810010
355716,810056
356070,810084
355725,810174
355825,810052
355641,810257
355648,810342
355742,810431
355695,810458
355711,810492
355815,810016
355909,810105
355973,810059
355901,810150
355942,810559
355792,810027
355667,810349
355708,810157
355735,810227
355861,810316
355591,810240
355997,810516
356091,810004
355693,810414
355667,810121
356053,810142
355596,810151
355690,810240
355950,810327
355619,810115
355763,810426
355857,810515
355561,810315
355655,810404
355916,810045
341010,840187
340853,840145
340780,840236
340828,840270
340612,840111
341020,840420
340869,840456
340850,840471
341033,840503
340526,840593
340577,840437
340828,840042
340748,840069
341070,840137
340901,840228
340700,840352
341013,840337
340800,840392
340760,840483
340513,840512
340891,840530
340566,840383
340526,840474
340620,840563
340880,840049
341024,840057
340809,840079
340739,840203
341093,840231
340707,840264
340978,840387
340853,840197
340776,840438
341057,840409
340678,840466
341086,840174
340646,840527
340575,840050
